international_ID;Charger station;Location;approx coordinates;Power;evse_uid;evse_id
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";250 kW DC;SE*VIR*ERIFIL35;SE*VIR*ERIFIL35
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";250 kW DC;SE*VIR*ERIFIL36;SE*VIR*ERIFIL36
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";250 kW DC;SE*VIR*ERIFIL37;SE*VIR*ERIFIL37
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";250 kW DC;SE*VIR*ERIFIL38;SE*VIR*ERIFIL38
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";400 kW DC;SE*VIR*ERIFIL4;SE*VIR*ERIFIL4
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";400 kW DC;SE*VIR*ERIFIL5;SE*VIR*ERIFIL5
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";400 kW DC;SE*VIR*ERIFIL6;SE*VIR*ERIFIL6
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";400 kW DC;SE*VIR*ERIFIL7;SE*VIR*ERIFIL7
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";250 kW DC;SE*VIR*ERIFIL8;SE*VIR*ERIFIL8
SWE_55774;Rifil Malmö;Gullrisvägen 7, Arlöv;"55°36'50.5""""N 13°6'1.9""""E";250 kW DC;SE*VIR*ERIFIL9;SE*VIR*ERIFIL9
SWE_73948;Cheap Charge Bromölla Skåneporten Trucks;Kristianstadsvägen 782, Bromölla;"56°3'47.8""""N 14°29'49.5""""E";400 kW DC;00CH4600000000000000000223;SE*CHC*ECHC00065
SWE_73948;Cheap Charge Bromölla Skåneporten Trucks;Kristianstadsvägen 782, Bromölla;"56°3'47.8""""N 14°29'49.5""""E";400 kW DC;00CH4600000000000000000224;SE*CHC*ECHC00065*2
SWE_73948;Cheap Charge Bromölla Skåneporten Trucks;Kristianstadsvägen 782, Bromölla;"56°3'47.8""""N 14°29'49.5""""E";400 kW DC;00CH4600000000000000000225;SE*CHC*ECHC00066
SWE_73948;Cheap Charge Bromölla Skåneporten Trucks;Kristianstadsvägen 782, Bromölla;"56°3'47.8""""N 14°29'49.5""""E";400 kW DC;00CH4600000000000000000226;SE*CHC*ECHC00066*2
SWE_75103;Circle K Floda Trucks;Flodamotet E 20, Floda;"57°48'0.6""""N 12°21'58.9""""E";400 kW DC;8819afc2-debf-4d9c-a994-78c9508173c9;SE*CKE*E17416*1
SWE_75103;Circle K Floda Trucks;Flodamotet E 20, Floda;"57°48'0.6""""N 12°21'58.9""""E";400 kW DC;b5fa8736-e47f-4438-9f83-d967c63e9232;SE*CKE*E17417*2
SWE_75103;Circle K Floda Trucks;Flodamotet E 20, Floda;"57°48'0.6""""N 12°21'58.9""""E";400 kW DC;f61f6edc-bc4f-4724-ab3f-2a9d9dffe9c2;SE*CKE*E17416*2
SWE_75103;Circle K Floda Trucks;Flodamotet E 20, Floda;"57°48'0.6""""N 12°21'58.9""""E";400 kW DC;fbdf7cd0-c10b-4bc7-9712-41559171ff1c;SE*CKE*E17417*1
SWE_19526;Markaryd Einride Station;Ulvarydsvägen None, Markaryd;"56°26'47.6""""N 13°36'34.4""""E";200 kW DC;1715735;SE*EIN*E1715735
SWE_19526;Markaryd Einride Station;Ulvarydsvägen None, Markaryd;"56°26'47.6""""N 13°36'34.4""""E";200 kW DC;1811041;SE*EIN*E1811041
SWE_75119;Circle K Eskilstuna Västerleden Trucks;Västerleden 38, Eskilstuna;"59°23'42.5""""N 16°28'3.3""""E";400 kW DC;0bb0915b-ebd8-49cd-bc8a-74433688dc42;SE*CKE*E16679*2
SWE_75119;Circle K Eskilstuna Västerleden Trucks;Västerleden 38, Eskilstuna;"59°23'42.5""""N 16°28'3.3""""E";400 kW DC;3bde33f6-bc23-4aea-849d-8b7d382e6bc2;SE*CKE*E16679*1
SWE_75119;Circle K Eskilstuna Västerleden Trucks;Västerleden 38, Eskilstuna;"59°23'42.5""""N 16°28'3.3""""E";400 kW DC;502bbbd2-870a-4167-934c-f2565b3a2724;SE*CKE*E16678*1
SWE_75119;Circle K Eskilstuna Västerleden Trucks;Västerleden 38, Eskilstuna;"59°23'42.5""""N 16°28'3.3""""E";400 kW DC;a1644f11-92e5-4637-a8a9-af1b9be8533b;SE*CKE*E16678*2
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";300 kW DC;3734087;SE*EIN*E3734087
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";400 kW DC;3734090;SE*EIN*E3734090
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";400 kW DC;3734091;SE*EIN*E3734091
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";400 kW DC;3737516;SE*EIN*E3737516
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";400 kW DC;3737519;SE*EIN*E3737519
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";300 kW DC;3737520;SE*EIN*E3737520
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";300 kW DC;4210497;SE*EIN*E4210497
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";300 kW DC;4210514;SE*EIN*E4210514
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";300 kW DC;4210521;SE*EIN*E4210521
SWE_30382;Varberg Einride Station;Gunnestorpsvägen None, Varberg;"57°10'4.9""""N 12°16'27.9""""E";300 kW DC;4210528;SE*EIN*E4210528
SWE_74790;Helsingborg VTC | GITO;Trintegatan 2, Helsingborg;"56°1'9.6""""N 12°45'57.2""""E";400 kW DC;p-4aPgbLpoT3e;SE*GTO*E4aPgbLpoT3e
SWE_74790;Helsingborg VTC | GITO;Trintegatan 2, Helsingborg;"56°1'9.6""""N 12°45'57.2""""E";400 kW DC;p-61NFdQBkMEZ;SE*GTO*E61NFdQBkMEZ
SWE_74790;Helsingborg VTC | GITO;Trintegatan 2, Helsingborg;"56°1'9.6""""N 12°45'57.2""""E";400 kW DC;p-SX8qUZ1oxaB;SE*GTO*ESX8qUZ1oxaB
SWE_74790;Helsingborg VTC | GITO;Trintegatan 2, Helsingborg;"56°1'9.6""""N 12°45'57.2""""E";400 kW DC;p-zwJ89tk1TWe;SE*GTO*EzwJ89tk1TWe
SWE_75106;Circle K Norrfjärden Trucks;Håkingevägen 4, Norrfjärden;"65°24'39.1""""N 21°30'23.0""""E";400 kW DC;3d315198-e82e-441e-a309-bf4dc430c962;SE*CKE*E42245*1
SWE_75106;Circle K Norrfjärden Trucks;Håkingevägen 4, Norrfjärden;"65°24'39.1""""N 21°30'23.0""""E";400 kW DC;eed5d92f-7067-4297-88fe-f1f590412480;SE*CKE*E42245*2
SWE_68590;OKQ8 Truck Brålanda Storgatan 62;STORGATAN 62, Brålanda;"58°33'34.4""""N 12°21'32.4""""E";400 kW DC;SE*OKV*E289654;SE*OKV*E289654
SWE_68590;OKQ8 Truck Brålanda Storgatan 62;STORGATAN 62, Brålanda;"58°33'34.4""""N 12°21'32.4""""E";400 kW DC;SE*OKV*E289677;SE*OKV*E289677
SWE_68590;OKQ8 Truck Brålanda Storgatan 62;STORGATAN 62, Brålanda;"58°33'34.4""""N 12°21'32.4""""E";400 kW DC;SE*OKV*E289868;SE*OKV*E289868
SWE_68590;OKQ8 Truck Brålanda Storgatan 62;STORGATAN 62, Brålanda;"58°33'34.4""""N 12°21'32.4""""E";400 kW DC;SE*OKV*E289925;SE*OKV*E289925
SWE_38671;OKQ8 Truck Uppsala Bolandsgatan 8B;Bolandsgatan 8B, Uppsala;"59°51'16.6""""N 17°40'30.9""""E";350 kW DC;SE*OKV*E239428;SE*OKV*E239428
SWE_38671;OKQ8 Truck Uppsala Bolandsgatan 8B;Bolandsgatan 8B, Uppsala;"59°51'16.6""""N 17°40'30.9""""E";350 kW DC;SE*OKV*E239429;SE*OKV*E239429
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";250 kW DC;3201869;SE*EIN*E3201869
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";250 kW DC;3201876;SE*EIN*E3201876
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";250 kW DC;3201877;SE*EIN*E3201877
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";250 kW DC;3201878;SE*EIN*E3201878
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";250 kW DC;3201879;SE*EIN*E3201879
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";200 kW DC;3201881;SE*EIN*E3201881
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";200 kW DC;3201883;SE*EIN*E3201883
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";200 kW DC;3201885;SE*EIN*E3201885
SWE_72014;Rosersberg Einride Station;Skaft Väg None, Rosersberg;"59°33'48.3""""N 17°53'23.6""""E";200 kW DC;3201894;SE*EIN*E3201894
SWE_75112;Circle K Gällivare Trucks;Parkgatan 1, Gällivare;"67°8'17.8""""N 20°39'34.4""""E";350 kW DC;2be84c00-6564-4070-ac0d-71b994cb2650;SE*CKE*E3772*1
SWE_75112;Circle K Gällivare Trucks;Parkgatan 1, Gällivare;"67°8'17.8""""N 20°39'34.4""""E";350 kW DC;a65844b2-e79f-4e3b-93ad-fa7069e19205;SE*CKE*E3773*1
SWE_75112;Circle K Gällivare Trucks;Parkgatan 1, Gällivare;"67°8'17.8""""N 20°39'34.4""""E";350 kW DC;d08c7b5c-21e7-4359-b333-43621fe0d775;SE*CKE*E3772*2
SWE_75112;Circle K Gällivare Trucks;Parkgatan 1, Gällivare;"67°8'17.8""""N 20°39'34.4""""E";350 kW DC;e7192bc8-b043-4c06-b95b-75d366e06db7;SE*CKE*E3773*2
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";300 kW DC;3008845;SE*EIN*E3008845
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";300 kW DC;3008847;SE*EIN*E3008847
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627457;SE*EIN*E4627457
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627459;SE*EIN*E4627459
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627460;SE*EIN*E4627460
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627468;SE*EIN*E4627468
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627470;SE*EIN*E4627470
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627480;SE*EIN*E4627480
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627482;SE*EIN*E4627482
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";400 kW DC;4627484;SE*EIN*E4627484
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";300 kW DC;4648745;SE*EIN*E4648745
SWE_19113;Borås Einride Station;Ryssnäsgatan 12, Borås;"57°41'24.8""""N 12°49'33.9""""E";300 kW DC;4648752;SE*EIN*E4648752
SWE_75100;Circle K Kiruna Södra Trucks;Industrivägen 17, Kiruna;"67°50'53.1""""N 20°16'32.0""""E";350 kW DC;34a763dd-bf01-4f35-98bd-0333cf425ff1;SE*CKE*E3777*2
SWE_75100;Circle K Kiruna Södra Trucks;Industrivägen 17, Kiruna;"67°50'53.1""""N 20°16'32.0""""E";350 kW DC;44b41ee6-def0-4ce6-a5e6-290979667689;SE*CKE*E3777*1
SWE_75100;Circle K Kiruna Södra Trucks;Industrivägen 17, Kiruna;"67°50'53.1""""N 20°16'32.0""""E";350 kW DC;5b1c92a4-6fe3-49bf-80f0-77d9b86c7a98;SE*CKE*E3776*1
SWE_75100;Circle K Kiruna Södra Trucks;Industrivägen 17, Kiruna;"67°50'53.1""""N 20°16'32.0""""E";350 kW DC;a5c65a55-cfdd-425d-8dfc-1c9734ada0d6;SE*CKE*E3776*2
SWE_75094;Circle K EV Truck Arvidsjaur;Storgatan 46, Arvidsjaur;"65°35'15.1""""N 19°11'23.9""""E";350 kW DC;41d8e440-2c46-4fec-92f0-4ea480682e31;SE*CKE*E3775*1
SWE_75094;Circle K EV Truck Arvidsjaur;Storgatan 46, Arvidsjaur;"65°35'15.1""""N 19°11'23.9""""E";350 kW DC;86bb6b63-62e7-485e-bddf-46ea9b4faa87;SE*CKE*E3775*2
SWE_58232;Grusåsvägen 3B;Grusåsvägen 3B, Västervik;"57°46'10.6""""N 16°35'39.9""""E";400 kW DC;016547d1008890da899e913733d79c7e;SE*VAT*EKEM*K0033567*1
SWE_58232;Grusåsvägen 3B;Grusåsvägen 3B, Västervik;"57°46'10.6""""N 16°35'39.9""""E";400 kW DC;0cadfca6887503b8c123a8fba02d1fc6;SE*VAT*EKEM*K0033568*1
SWE_58232;Grusåsvägen 3B;Grusåsvägen 3B, Västervik;"57°46'10.6""""N 16°35'39.9""""E";400 kW DC;56450e72ba3b6d75feec474215a1bc19;SE*VAT*EKEM*K0033567*2
SWE_58232;Grusåsvägen 3B;Grusåsvägen 3B, Västervik;"57°46'10.6""""N 16°35'39.9""""E";400 kW DC;ac71ec62d730943e707e7e89207f6c76;SE*VAT*EKEM*K0033568*2
SWE_75096;Circle K Stora Höga Spekeröd E6 Trucks;Jörlanda Berg 302, Spekeröd;"58°1'29.8""""N 11°50'54.0""""E";400 kW DC;b2949925-35f4-4a71-a362-1da2037170d0;SE*CKE*E33620*1
SWE_75096;Circle K Stora Höga Spekeröd E6 Trucks;Jörlanda Berg 302, Spekeröd;"58°1'29.8""""N 11°50'54.0""""E";400 kW DC;e8928c53-e843-4345-a461-f60b00c1943f;SE*CKE*E33620*2
SWE_74569;Allego - Mister York restaurang Ljungby;Nyponvägen 1A, Ljungby;"56°48'45.8""""N 13°54'37.0""""E";300 kW DC;SEALLEGO0010101;SEALLEGO0010101
SWE_74569;Allego - Mister York restaurang Ljungby;Nyponvägen 1A, Ljungby;"56°48'45.8""""N 13°54'37.0""""E";300 kW DC;SEALLEGO0010102;SEALLEGO0010102
SWE_74569;Allego - Mister York restaurang Ljungby;Nyponvägen 1A, Ljungby;"56°48'45.8""""N 13°54'37.0""""E";300 kW DC;SEALLEGO0010111;SEALLEGO0010111
SWE_74569;Allego - Mister York restaurang Ljungby;Nyponvägen 1A, Ljungby;"56°48'45.8""""N 13°54'37.0""""E";300 kW DC;SEALLEGO0010112;SEALLEGO0010112
SWE_74569;Allego - Mister York restaurang Ljungby;Nyponvägen 1A, Ljungby;"56°48'45.8""""N 13°54'37.0""""E";150 kW DC;SEALLEGO0011761;SEALLEGO0011761
SWE_74569;Allego - Mister York restaurang Ljungby;Nyponvägen 1A, Ljungby;"56°48'45.8""""N 13°54'37.0""""E";150 kW DC;SEALLEGO0011762;SEALLEGO0011762
SWE_43852;OKQ8 Truck Tvååker Himle;Spannarp 30, Tvååker;"57°3'44.5""""N 12°21'6.9""""E";400 kW DC;SE*OKQ*E301862;SE*OKV*E301862
SWE_43852;OKQ8 Truck Tvååker Himle;Spannarp 30, Tvååker;"57°3'44.5""""N 12°21'6.9""""E";400 kW DC;SE*OKV*E263000;SE*OKV*E263000
SWE_43852;OKQ8 Truck Tvååker Himle;Spannarp 30, Tvååker;"57°3'44.5""""N 12°21'6.9""""E";400 kW DC;SE*OKV*E263049;SE*OKV*E263049
SWE_43852;OKQ8 Truck Tvååker Himle;Spannarp 30, Tvååker;"57°3'44.5""""N 12°21'6.9""""E";400 kW DC;SE*OKV*E267844;SE*OKV*E267844
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303277;SE*VIR*E303277
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303278;SE*VIR*E303278
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303280;SE*VIR*E303280
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303281;SE*VIR*E303281
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303289;SE*VIR*E303289
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303290;SE*VIR*E303290
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303291;SE*VIR*E303291
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303292;SE*VIR*E303292
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303293;SE*VIR*E303293
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";400 kW DC;SE*VIR*E303294;SE*VIR*E303294
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E304997;SE*VIR*E304997
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E304999;SE*VIR*E304999
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E305080;SE*VIR*E305080
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E305082;SE*VIR*E305082
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E305084;SE*VIR*E305084
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E305088;SE*VIR*E305088
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E305090;SE*VIR*E305090
SWE_076168;Creek Power - Norsborg;Kumla gårdsväg 3, Norsborg;"59°13'40.5""""N 17°50'6.6""""E";500 kW DC;SE*VIR*E305092;SE*VIR*E305092
SWE_47547;Bönekullavägen 14;Bönekullevägen 14, Göteborg;"57°46'13.7""""N 11°53'35.7""""E";350 kW DC;4402816;DK*MON*E4402816
SWE_47547;Bönekullavägen 14;Bönekullevägen 14, Göteborg;"57°46'13.7""""N 11°53'35.7""""E";350 kW DC;4402972;DK*MON*E4402972
SWE_28030;Motorhalland Halmstad CCS;Bäckagårdsvägen 121, Halmstad;"56°40'21.6""""N 12°47'38.2""""E";300 kW DC;SE*VIR*E201204;SE*VIR*E201204
SWE_28030;Motorhalland Halmstad CCS;Bäckagårdsvägen 121, Halmstad;"56°40'21.6""""N 12°47'38.2""""E";300 kW DC;SE*VIR*E201205;SE*VIR*E201205
SWE_28030;Motorhalland Halmstad CCS;Bäckagårdsvägen 121, Halmstad;"56°40'21.6""""N 12°47'38.2""""E";100 kW - 500VDC max 200A;SE*VIR*E201207;SE*VIR*E201207
SWE_28030;Motorhalland Halmstad CCS;Bäckagårdsvägen 121, Halmstad;"56°40'21.6""""N 12°47'38.2""""E";300 kW DC;SE*VIR*E201208;SE*VIR*E201208
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;10;SE*NMA*E6*1
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;11;SE*NMA*E6*2
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;12;SE*NMA*E7*1
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;13;SE*NMA*E7*2
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;6;SE*NMA*E4*1
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;7;SE*NMA*E4*2
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;8;SE*NMA*E5*1
SWE_55209;Nima Energy Munkedal;Tradenvägen 10, Munkedal;"58°29'20.9""""N 11°37'40.7""""E";400 kW DC;9;SE*NMA*E5*2
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;175c0fba-fe7f-4355-8b90-afeaf5c83c2e;SE*CKE*E3625*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";400 kW DC;236f2dc9-6862-4be1-936f-e4919bad3836;SE*CKE*E16578*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";400 kW DC;5d0b8aa4-dc28-4ad5-9294-36dc7099fbe0;SE*CKE*E16576*2
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;6dd0235d-c775-43ef-988f-fe0c666298e0;SE*CKE*E3625*2
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;6f9d1526-e6f5-46a6-828e-5f3ad0ddfef5;SE*CKE*E3626*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";400 kW DC;71197f3c-ffed-4c5c-a589-d54a1577e2ad;SE*CKE*E16577*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;71c51f16-c755-4a96-b451-31f6cf897d2b;SE*CKE*E3621*2
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";1000 KW DC;8e912b38-9dac-4191-981e-57ab7027d5b6;SE*CKE*E49086*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;955ccd40-d755-4987-aabc-df90de85a33a;SE*CKE*E3624*2
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";400 kW DC;a1cd7835-9bed-4c35-b73b-35ce71d40d13;SE*CKE*E16576*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;a232e1b7-1de8-419a-ae0a-e7b3991d1da9;SE*CKE*E3621*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;afd49695-ec51-4110-a2f5-064ea64afc7f;SE*CKE*E3626*2
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";400 kW DC;c79618c8-8172-4b92-9c2c-11042ba5efc4;SE*CKE*E16578*2
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";350 kW DC;f13547a0-d400-4d02-9326-72214712fa4d;SE*CKE*E3624*1
SWE_75111;Circle K Vädermotet Trucks;Halvorsäng 20, Göteborg;"57°42'24.1""""N 11°52'16.1""""E";400 kW DC;f86d9c74-19dc-4a50-bee1-2fc23d945666;SE*CKE*E16577*2
SWE_75115;Circle K Arlandastad Trucks;Cederströms Slinga 21b, Arlandastad;"59°36'20.8""""N 17°53'49.6""""E";350 kW DC;1a19241e-eed0-422d-9e9c-b40ebb2c741f;SE*CKE*E17243*1
SWE_75115;Circle K Arlandastad Trucks;Cederströms Slinga 21b, Arlandastad;"59°36'20.8""""N 17°53'49.6""""E";350 kW DC;3429919d-d818-4358-b8cc-603c68b8ee51;SE*CKE*E17243*2
SWE_75115;Circle K Arlandastad Trucks;Cederströms Slinga 21b, Arlandastad;"59°36'20.8""""N 17°53'49.6""""E";350 kW DC;3d332044-30f8-478e-b455-b0a9829cbe1a;SE*CKE*E17244*1
SWE_75115;Circle K Arlandastad Trucks;Cederströms Slinga 21b, Arlandastad;"59°36'20.8""""N 17°53'49.6""""E";350 kW DC;a4992b81-0805-45b3-a416-02ad904119e0;SE*CKE*E17244*2
SWE_75101;Circle K Ulricehamn Trucks;Vist Kyrkväg 1, Ulricehamn;"57°48'47.7""""N 13°25'9.9""""E";400 kW DC;053aced3-23c1-41ac-986f-5c45b6b056aa;SE*CKE*E17631*1
SWE_75101;Circle K Ulricehamn Trucks;Vist Kyrkväg 1, Ulricehamn;"57°48'47.7""""N 13°25'9.9""""E";400 kW DC;295de0f1-65f1-45ec-acc2-706f66839e55;SE*CKE*E17630*1
SWE_75101;Circle K Ulricehamn Trucks;Vist Kyrkväg 1, Ulricehamn;"57°48'47.7""""N 13°25'9.9""""E";400 kW DC;51060a13-3f94-4a57-8d00-9ac4af015cea;SE*CKE*E17630*2
